"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC","ImbGroup","dset","bMCC","dMCC"
"ant-1.3",20,125,0.16,5.25,"CK+PROC","RF","Y","SMOTE",0.6883,0.2424,"M&H IR","ant-1.3",0.2463,-0.00389999999999999
"ant-1.4",40,178,0.224719101,3.45,"CK+PROC","RF","Y","SMOTE",0.7745,0.4066,"Low IR","ant-1.4",0.3136,0.093
"ant-1.5",32,293,0.109215017,8.15625,"CK+PROC","RF","Y","SMOTE",0.7539,0.3193,"M&H IR","ant-1.5",0.3139,0.00539999999999996
"ant-1.6",92,351,0.262108262,2.815217391,"CK+PROC","RF","Y","SMOTE",0.7971,0.4606,"Low IR","ant-1.6",0.4356,0.025
"camel-1.0",13,339,0.038348083,25.07692308,"CK+PROC","RF","Y","SMOTE",0.7278,0.2063,"M&H IR","camel-1.0",0.073,0.1333
"camel-1.2",216,608,0.355263158,1.814814815,"CK+PROC","RF","Y","SMOTE",0.6403,0.1935,"Low IR","camel-1.2",0.1714,0.0221
"camel-1.4",145,872,0.166284404,5.013793103,"CK+PROC","RF","Y","SMOTE",0.6941,0.1803,"M&H IR","camel-1.4",0.17,0.0103
"camel-1.6",188,965,0.194818653,4.132978723,"CK+PROC","RF","Y","SMOTE",0.6236,0.1693,"M&H IR","camel-1.6",0.1332,0.0361
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+PROC","RF","Y","SMOTE",0.7993,0.4334,"Low IR","Eclipse_JDT_Core",0.4469,-0.0135
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+PROC","RF","Y","SMOTE",0.6886,0.2267,"M&H IR","Eclipse_PDE_UI",0.217,0.00970000000000001
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+PROC","RF","Y","SMOTE",0.816,0.4609,"Low IR","Equinox_Framework",0.4601,0.000799999999999967
"ivy-2.0",40,352,0.113636364,7.8,"CK+PROC","RF","Y","SMOTE",0.77,0.2715,"M&H IR","ivy-2.0",0.2041,0.0674
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+PROC","RF","Y","SMOTE",0.8004,0.4366,"Low IR","jedit-3.2",0.4248,0.0118
"jedit-4.0",75,306,0.245098039,3.08,"CK+PROC","RF","Y","SMOTE",0.7965,0.4244,"Low IR","jedit-4.0",0.4142,0.0102
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+PROC","RF","Y","SMOTE",0.8367,0.4591,"Low IR","jedit-4.1",0.4212,0.0379
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+PROC","RF","Y","SMOTE",0.8133,0.4455,"M&H IR","jedit-4.2",0.4884,-0.0429
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+PROC","RF","Y","SMOTE",0.7186,0.1876,"M&H IR","jedit-4.3",0.2099,-0.0223
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+PROC","RF","Y","SMOTE",0.8171,0.4557,"Low IR","log4j-1.0",0.393,0.0627
"Lucene",64,691,0.092619392,9.796875,"CK+PROC","RF","Y","SMOTE",0.7162,0.2935,"M&H IR","Lucene",0.2971,-0.00359999999999999
"Mylyn",245,1862,0.131578947,6.6,"CK+PROC","RF","Y","SMOTE",0.6924,0.2296,"M&H IR","Mylyn",0.2615,-0.0319
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","RF","Y","SMOTE",0.6859,0.2368,"M&H IR","poi-2.0",0.2275,0.0093
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","Y","SMOTE",0.7819,0.3528,"M&H IR","synapse-1.0",0.2268,0.126
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","Y","SMOTE",0.7308,0.3627,"Low IR","synapse-1.1",0.3559,0.00680000000000003
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","Y","SMOTE",0.7797,0.4112,"Low IR","synapse-1.2",0.3699,0.0413
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","Y","SMOTE",0.7754,0.4276,"Low IR","velocity-1.6",0.4421,-0.0145
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","Y","SMOTE",0.7095,0.259,"M&H IR","xerces-1.2",0.2768,-0.0178
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","RF","Y","SMOTE",0.8332,0.4366,"M&H IR","xerces-1.3",0.4198,0.0168
"ant-1.3",20,125,0.16,5.25,"CK+PROC","RF","Y","OS",0.7139,0.2394,"M&H IR","ant-1.3",0.2463,-0.00689999999999999
"ant-1.4",40,178,0.224719101,3.45,"CK+PROC","RF","Y","OS",0.7272,0.3014,"Low IR","ant-1.4",0.3136,-0.0122
"ant-1.5",32,293,0.109215017,8.15625,"CK+PROC","RF","Y","OS",0.7376,0.346,"M&H IR","ant-1.5",0.3139,0.0321
"ant-1.6",92,351,0.262108262,2.815217391,"CK+PROC","RF","Y","OS",0.7788,0.4255,"Low IR","ant-1.6",0.4356,-0.0101
"camel-1.0",13,339,0.038348083,25.07692308,"CK+PROC","RF","Y","OS",0.6657,0.0408,"M&H IR","camel-1.0",0.073,-0.0322
"camel-1.2",216,608,0.355263158,1.814814815,"CK+PROC","RF","Y","OS",0.6337,0.1794,"Low IR","camel-1.2",0.1714,0.00800000000000001
"camel-1.4",145,872,0.166284404,5.013793103,"CK+PROC","RF","Y","OS",0.6636,0.1856,"M&H IR","camel-1.4",0.17,0.0156
"camel-1.6",188,965,0.194818653,4.132978723,"CK+PROC","RF","Y","OS",0.6329,0.1304,"M&H IR","camel-1.6",0.1332,-0.00280000000000002
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+PROC","RF","Y","OS",0.8083,0.4592,"Low IR","Eclipse_JDT_Core",0.4469,0.0123
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+PROC","RF","Y","OS",0.705,0.2489,"M&H IR","Eclipse_PDE_UI",0.217,0.0319
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+PROC","RF","Y","OS",0.8099,0.4422,"Low IR","Equinox_Framework",0.4601,-0.0179
"ivy-2.0",40,352,0.113636364,7.8,"CK+PROC","RF","Y","OS",0.7602,0.2251,"M&H IR","ivy-2.0",0.2041,0.021
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+PROC","RF","Y","OS",0.7982,0.4363,"Low IR","jedit-3.2",0.4248,0.0115
"jedit-4.0",75,306,0.245098039,3.08,"CK+PROC","RF","Y","OS",0.7897,0.4081,"Low IR","jedit-4.0",0.4142,-0.00609999999999999
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+PROC","RF","Y","OS",0.8046,0.4234,"Low IR","jedit-4.1",0.4212,0.00219999999999998
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+PROC","RF","Y","OS",0.8238,0.4677,"M&H IR","jedit-4.2",0.4884,-0.0207
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+PROC","RF","Y","OS",0.7655,0.2098,"M&H IR","jedit-4.3",0.2099,-0.000100000000000017
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+PROC","RF","Y","OS",0.8125,0.4466,"Low IR","log4j-1.0",0.393,0.0536
"Lucene",64,691,0.092619392,9.796875,"CK+PROC","RF","Y","OS",0.7192,0.2606,"M&H IR","Lucene",0.2971,-0.0365
"Mylyn",245,1862,0.131578947,6.6,"CK+PROC","RF","Y","OS",0.7181,0.2604,"M&H IR","Mylyn",0.2615,-0.00109999999999999
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","RF","Y","OS",0.6752,0.2247,"M&H IR","poi-2.0",0.2275,-0.0028
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","Y","OS",0.7726,0.3911,"M&H IR","synapse-1.0",0.2268,0.1643
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","Y","OS",0.7286,0.3088,"Low IR","synapse-1.1",0.3559,-0.0471
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","Y","OS",0.7672,0.3862,"Low IR","synapse-1.2",0.3699,0.0163
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","Y","OS",0.7617,0.4066,"Low IR","velocity-1.6",0.4421,-0.0355
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","Y","OS",0.7694,0.337,"M&H IR","xerces-1.2",0.2768,0.0602
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","RF","Y","OS",0.7998,0.4009,"M&H IR","xerces-1.3",0.4198,-0.0189
"ant-1.3",20,125,0.16,5.25,"CK+PROC","RF","Y","UOS",0.705,0.2591,"M&H IR","ant-1.3",0.2463,0.0128
"ant-1.4",40,178,0.224719101,3.45,"CK+PROC","RF","Y","UOS",0.72,0.2952,"Low IR","ant-1.4",0.3136,-0.0184
"ant-1.5",32,293,0.109215017,8.15625,"CK+PROC","RF","Y","UOS",0.7345,0.2961,"M&H IR","ant-1.5",0.3139,-0.0178
"ant-1.6",92,351,0.262108262,2.815217391,"CK+PROC","RF","Y","UOS",0.7807,0.4091,"Low IR","ant-1.6",0.4356,-0.0265
"camel-1.0",13,339,0.038348083,25.07692308,"CK+PROC","RF","Y","UOS",0.7189,0.1351,"M&H IR","camel-1.0",0.073,0.0621
"camel-1.2",216,608,0.355263158,1.814814815,"CK+PROC","RF","Y","UOS",0.616,0.1639,"Low IR","camel-1.2",0.1714,-0.00750000000000001
"camel-1.4",145,872,0.166284404,5.013793103,"CK+PROC","RF","Y","UOS",0.6747,0.2017,"M&H IR","camel-1.4",0.17,0.0317
"camel-1.6",188,965,0.194818653,4.132978723,"CK+PROC","RF","Y","UOS",0.629,0.1364,"M&H IR","camel-1.6",0.1332,0.00319999999999998
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+PROC","RF","Y","UOS",0.7961,0.4016,"Low IR","Eclipse_JDT_Core",0.4469,-0.0453
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+PROC","RF","Y","UOS",0.711,0.2492,"M&H IR","Eclipse_PDE_UI",0.217,0.0322
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+PROC","RF","Y","UOS",0.7923,0.4439,"Low IR","Equinox_Framework",0.4601,-0.0162
"ivy-2.0",40,352,0.113636364,7.8,"CK+PROC","RF","Y","UOS",0.7751,0.3054,"M&H IR","ivy-2.0",0.2041,0.1013
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+PROC","RF","Y","UOS",0.8004,0.4186,"Low IR","jedit-3.2",0.4248,-0.00619999999999998
"jedit-4.0",75,306,0.245098039,3.08,"CK+PROC","RF","Y","UOS",0.7901,0.4062,"Low IR","jedit-4.0",0.4142,-0.00800000000000001
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+PROC","RF","Y","UOS",0.8214,0.4323,"Low IR","jedit-4.1",0.4212,0.0111
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+PROC","RF","Y","UOS",0.8201,0.4376,"M&H IR","jedit-4.2",0.4884,-0.0508
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+PROC","RF","Y","UOS",0.8003,0.2494,"M&H IR","jedit-4.3",0.2099,0.0395
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+PROC","RF","Y","UOS",0.7989,0.394,"Low IR","log4j-1.0",0.393,0.001
"Lucene",64,691,0.092619392,9.796875,"CK+PROC","RF","Y","UOS",0.7208,0.2354,"M&H IR","Lucene",0.2971,-0.0617
"Mylyn",245,1862,0.131578947,6.6,"CK+PROC","RF","Y","UOS",0.727,0.2515,"M&H IR","Mylyn",0.2615,-0.01
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","RF","Y","UOS",0.6839,0.2177,"M&H IR","poi-2.0",0.2275,-0.0098
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","Y","UOS",0.7711,0.3465,"M&H IR","synapse-1.0",0.2268,0.1197
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","Y","UOS",0.7107,0.2875,"Low IR","synapse-1.1",0.3559,-0.0684
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","Y","UOS",0.7109,0.3045,"Low IR","synapse-1.2",0.3699,-0.0654
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","Y","UOS",0.7402,0.3537,"Low IR","velocity-1.6",0.4421,-0.0884
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","Y","UOS",0.7503,0.2943,"M&H IR","xerces-1.2",0.2768,0.0175
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","RF","Y","UOS",0.8233,0.4035,"M&H IR","xerces-1.3",0.4198,-0.0163
"ant-1.3",20,125,0.16,5.25,"CK+PROC","RF","Y","US",0.7103,0.2518,"M&H IR","ant-1.3",0.2463,0.00550000000000003
"ant-1.4",40,178,0.224719101,3.45,"CK+PROC","RF","Y","US",0.7116,0.2966,"Low IR","ant-1.4",0.3136,-0.017
"ant-1.5",32,293,0.109215017,8.15625,"CK+PROC","RF","Y","US",0.7478,0.2297,"M&H IR","ant-1.5",0.3139,-0.0842
"ant-1.6",92,351,0.262108262,2.815217391,"CK+PROC","RF","Y","US",0.7831,0.3827,"Low IR","ant-1.6",0.4356,-0.0529
"camel-1.0",13,339,0.038348083,25.07692308,"CK+PROC","RF","Y","US",0.7089,0.1101,"M&H IR","camel-1.0",0.073,0.0371
"camel-1.2",216,608,0.355263158,1.814814815,"CK+PROC","RF","Y","US",0.6215,0.178,"Low IR","camel-1.2",0.1714,0.00659999999999999
"camel-1.4",145,872,0.166284404,5.013793103,"CK+PROC","RF","Y","US",0.665,0.1668,"M&H IR","camel-1.4",0.17,-0.00320000000000001
"camel-1.6",188,965,0.194818653,4.132978723,"CK+PROC","RF","Y","US",0.6341,0.1471,"M&H IR","camel-1.6",0.1332,0.0139
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+PROC","RF","Y","US",0.7897,0.3699,"Low IR","Eclipse_JDT_Core",0.4469,-0.077
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+PROC","RF","Y","US",0.7026,0.2008,"M&H IR","Eclipse_PDE_UI",0.217,-0.0162
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+PROC","RF","Y","US",0.8107,0.4754,"Low IR","Equinox_Framework",0.4601,0.0153
"ivy-2.0",40,352,0.113636364,7.8,"CK+PROC","RF","Y","US",0.7775,0.2762,"M&H IR","ivy-2.0",0.2041,0.0721
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+PROC","RF","Y","US",0.7889,0.4191,"Low IR","jedit-3.2",0.4248,-0.00570000000000004
"jedit-4.0",75,306,0.245098039,3.08,"CK+PROC","RF","Y","US",0.7944,0.379,"Low IR","jedit-4.0",0.4142,-0.0352
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+PROC","RF","Y","US",0.8152,0.3924,"Low IR","jedit-4.1",0.4212,-0.0288
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+PROC","RF","Y","US",0.8036,0.3466,"M&H IR","jedit-4.2",0.4884,-0.1418
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+PROC","RF","Y","US",0.7841,0.144,"M&H IR","jedit-4.3",0.2099,-0.0659
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+PROC","RF","Y","US",0.8139,0.4312,"Low IR","log4j-1.0",0.393,0.0382
"Lucene",64,691,0.092619392,9.796875,"CK+PROC","RF","Y","US",0.7274,0.217,"M&H IR","Lucene",0.2971,-0.0801
"Mylyn",245,1862,0.131578947,6.6,"CK+PROC","RF","Y","US",0.7186,0.2093,"M&H IR","Mylyn",0.2615,-0.0522
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","RF","Y","US",0.6497,0.1555,"M&H IR","poi-2.0",0.2275,-0.072
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","Y","US",0.703,0.1968,"M&H IR","synapse-1.0",0.2268,-0.03
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","Y","US",0.6956,0.2452,"Low IR","synapse-1.1",0.3559,-0.1107
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","Y","US",0.7452,0.335,"Low IR","synapse-1.2",0.3699,-0.0349
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","Y","US",0.7505,0.3644,"Low IR","velocity-1.6",0.4421,-0.0777
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","Y","US",0.7051,0.2604,"M&H IR","xerces-1.2",0.2768,-0.0164
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","RF","Y","US",0.8048,0.3598,"M&H IR","xerces-1.3",0.4198,-0.06
"ant-1.3",20,125,0.16,5.25,"NET+PROC","RF","Y","MYSMOTE",0.7565,0.3729,"M&H IR","ant-1.3",0.1791,0.1938
"ant-1.4",40,178,0.224719101,3.45,"NET+PROC","RF","Y","MYSMOTE",0.8696,0.4871,"Low IR","ant-1.4",0.5161,-0.029
"ant-1.5",32,293,0.109215017,8.15625,"NET+PROC","RF","Y","MYSMOTE",0.7994,0.407,"M&H IR","ant-1.5",0.3667,0.0402999999999999
"ant-1.6",92,351,0.262108262,2.815217391,"NET+PROC","RF","Y","MYSMOTE",0.7877,0.4139,"Low IR","ant-1.6",0.3788,0.0351
"camel-1.0",13,339,0.038348083,25.07692308,"NET+PROC","RF","Y","MYSMOTE",0.8014,0.2149,"M&H IR","camel-1.0",0.0371,0.1778
"camel-1.2",216,608,0.355263158,1.814814815,"NET+PROC","RF","Y","MYSMOTE",0.834,0.4977,"Low IR","camel-1.2",0.4723,0.0254
"camel-1.4",145,872,0.166284404,5.013793103,"NET+PROC","RF","Y","MYSMOTE",0.8383,0.419,"M&H IR","camel-1.4",0.3848,0.0342
"camel-1.6",188,965,0.194818653,4.132978723,"NET+PROC","RF","Y","MYSMOTE",0.8568,0.4754,"M&H IR","camel-1.6",0.4029,0.0725
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"NET+PROC","RF","Y","MYSMOTE",0.8488,0.4861,"Low IR","Eclipse_JDT_Core",0.451,0.0351
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"NET+PROC","RF","Y","MYSMOTE",0.7706,0.298,"M&H IR","Eclipse_PDE_UI",0.2221,0.0759
"Equinox_Framework",129,324,0.398148148,1.511627907,"NET+PROC","RF","Y","MYSMOTE",0.8466,0.5199,"Low IR","Equinox_Framework",0.4966,0.0233
"ivy-2.0",40,352,0.113636364,7.8,"NET+PROC","RF","Y","MYSMOTE",0.8279,0.394,"M&H IR","ivy-2.0",0.233,0.161
"jedit-3.2",90,272,0.330882353,2.022222222,"NET+PROC","RF","Y","MYSMOTE",0.9189,0.6752,"Low IR","jedit-3.2",0.6265,0.0487000000000001
"jedit-4.0",75,306,0.245098039,3.08,"NET+PROC","RF","Y","MYSMOTE",0.853,0.4762,"Low IR","jedit-4.0",0.4061,0.0701
"jedit-4.1",79,312,0.253205128,2.949367089,"NET+PROC","RF","Y","MYSMOTE",0.8583,0.5092,"Low IR","jedit-4.1",0.4384,0.0708
"jedit-4.2",48,367,0.130790191,6.645833333,"NET+PROC","RF","Y","MYSMOTE",0.874,0.5024,"M&H IR","jedit-4.2",0.4476,0.0548
"jedit-4.3",11,492,0.022357724,43.72727273,"NET+PROC","RF","Y","MYSMOTE",0.9005,0.227,"M&H IR","jedit-4.3",0.2418,-0.0148
"log4j-1.0",34,135,0.251851852,2.970588235,"NET+PROC","RF","Y","MYSMOTE",0.8819,0.5789,"Low IR","log4j-1.0",0.5703,0.00859999999999994
"Lucene",64,691,0.092619392,9.796875,"NET+PROC","RF","Y","MYSMOTE",0.7772,0.3315,"M&H IR","Lucene",0.3171,0.0144
"Mylyn",245,1862,0.131578947,6.6,"NET+PROC","RF","Y","MYSMOTE",0.7766,0.2981,"M&H IR","Mylyn",0.2446,0.0535
"poi-2.0",37,314,0.117834395,7.486486486,"NET+PROC","RF","Y","MYSMOTE",0.7529,0.2796,"M&H IR","poi-2.0",0.2472,0.0324
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","RF","Y","MYSMOTE",0.7463,0.3041,"M&H IR","synapse-1.0",0.1624,0.1417
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","RF","Y","MYSMOTE",0.7815,0.4105,"Low IR","synapse-1.1",0.3398,0.0707
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","RF","Y","MYSMOTE",0.8273,0.4894,"Low IR","synapse-1.2",0.4318,0.0576
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","RF","Y","MYSMOTE",0.8249,0.4873,"Low IR","velocity-1.6",0.4719,0.0154
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","RF","Y","MYSMOTE",0.9353,0.6453,"M&H IR","xerces-1.2",0.6285,0.0168
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","RF","Y","MYSMOTE",0.8469,0.4045,"M&H IR","xerces-1.3",0.4393,-0.0348
"ant-1.3",20,125,0.16,5.25,"NET+PROC","RF","Y","SMOTE",0.7268,0.3229,"M&H IR","ant-1.3",0.1791,0.1438
"ant-1.4",40,178,0.224719101,3.45,"NET+PROC","RF","Y","SMOTE",0.8498,0.4948,"Low IR","ant-1.4",0.5161,-0.0213
"ant-1.5",32,293,0.109215017,8.15625,"NET+PROC","RF","Y","SMOTE",0.7776,0.4017,"M&H IR","ant-1.5",0.3667,0.035
"ant-1.6",92,351,0.262108262,2.815217391,"NET+PROC","RF","Y","SMOTE",0.7639,0.3619,"Low IR","ant-1.6",0.3788,-0.0169
"camel-1.0",13,339,0.038348083,25.07692308,"NET+PROC","RF","Y","SMOTE",0.7109,0.2167,"M&H IR","camel-1.0",0.0371,0.1796
"camel-1.2",216,608,0.355263158,1.814814815,"NET+PROC","RF","Y","SMOTE",0.8162,0.4819,"Low IR","camel-1.2",0.4723,0.0096
"camel-1.4",145,872,0.166284404,5.013793103,"NET+PROC","RF","Y","SMOTE",0.8208,0.4315,"M&H IR","camel-1.4",0.3848,0.0467
"camel-1.6",188,965,0.194818653,4.132978723,"NET+PROC","RF","Y","SMOTE",0.8266,0.4437,"M&H IR","camel-1.6",0.4029,0.0408
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"NET+PROC","RF","Y","SMOTE",0.8097,0.4332,"Low IR","Eclipse_JDT_Core",0.451,-0.0178
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"NET+PROC","RF","Y","SMOTE",0.7104,0.2374,"M&H IR","Eclipse_PDE_UI",0.2221,0.0153
"Equinox_Framework",129,324,0.398148148,1.511627907,"NET+PROC","RF","Y","SMOTE",0.8141,0.4735,"Low IR","Equinox_Framework",0.4966,-0.0231
"ivy-2.0",40,352,0.113636364,7.8,"NET+PROC","RF","Y","SMOTE",0.7568,0.2848,"M&H IR","ivy-2.0",0.233,0.0518
"jedit-3.2",90,272,0.330882353,2.022222222,"NET+PROC","RF","Y","SMOTE",0.8943,0.6453,"Low IR","jedit-3.2",0.6265,0.0188
"jedit-4.0",75,306,0.245098039,3.08,"NET+PROC","RF","Y","SMOTE",0.827,0.4242,"Low IR","jedit-4.0",0.4061,0.0181
"jedit-4.1",79,312,0.253205128,2.949367089,"NET+PROC","RF","Y","SMOTE",0.8251,0.4423,"Low IR","jedit-4.1",0.4384,0.00390000000000001
"jedit-4.2",48,367,0.130790191,6.645833333,"NET+PROC","RF","Y","SMOTE",0.8537,0.4629,"M&H IR","jedit-4.2",0.4476,0.0153
"jedit-4.3",11,492,0.022357724,43.72727273,"NET+PROC","RF","Y","SMOTE",0.8068,0.2112,"M&H IR","jedit-4.3",0.2418,-0.0306
"log4j-1.0",34,135,0.251851852,2.970588235,"NET+PROC","RF","Y","SMOTE",0.8541,0.5404,"Low IR","log4j-1.0",0.5703,-0.0299
"Lucene",64,691,0.092619392,9.796875,"NET+PROC","RF","Y","SMOTE",0.7552,0.2724,"M&H IR","Lucene",0.3171,-0.0447
"Mylyn",245,1862,0.131578947,6.6,"NET+PROC","RF","Y","SMOTE",0.7346,0.2702,"M&H IR","Mylyn",0.2446,0.0256
"poi-2.0",37,314,0.117834395,7.486486486,"NET+PROC","RF","Y","SMOTE",0.7404,0.2424,"M&H IR","poi-2.0",0.2472,-0.0048
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","RF","Y","SMOTE",0.7284,0.2934,"M&H IR","synapse-1.0",0.1624,0.131
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","RF","Y","SMOTE",0.7584,0.3937,"Low IR","synapse-1.1",0.3398,0.0539
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","RF","Y","SMOTE",0.8069,0.4787,"Low IR","synapse-1.2",0.4318,0.0469
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","RF","Y","SMOTE",0.8116,0.4733,"Low IR","velocity-1.6",0.4719,0.00140000000000001
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","RF","Y","SMOTE",0.9169,0.629,"M&H IR","xerces-1.2",0.6285,0.000500000000000056
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","RF","Y","SMOTE",0.8374,0.4647,"M&H IR","xerces-1.3",0.4393,0.0254
"ant-1.3",20,125,0.16,5.25,"NET+PROC","RF","Y","OS",0.7041,0.1687,"M&H IR","ant-1.3",0.1791,-0.0104
"ant-1.4",40,178,0.224719101,3.45,"NET+PROC","RF","Y","OS",0.8429,0.4731,"Low IR","ant-1.4",0.5161,-0.043
"ant-1.5",32,293,0.109215017,8.15625,"NET+PROC","RF","Y","OS",0.785,0.3101,"M&H IR","ant-1.5",0.3667,-0.0566
"ant-1.6",92,351,0.262108262,2.815217391,"NET+PROC","RF","Y","OS",0.7556,0.3688,"Low IR","ant-1.6",0.3788,-0.01
"camel-1.0",13,339,0.038348083,25.07692308,"NET+PROC","RF","Y","OS",0.6167,0.0144,"M&H IR","camel-1.0",0.0371,-0.0227
"camel-1.2",216,608,0.355263158,1.814814815,"NET+PROC","RF","Y","OS",0.8066,0.462,"Low IR","camel-1.2",0.4723,-0.0103
"camel-1.4",145,872,0.166284404,5.013793103,"NET+PROC","RF","Y","OS",0.7953,0.3736,"M&H IR","camel-1.4",0.3848,-0.0112
"camel-1.6",188,965,0.194818653,4.132978723,"NET+PROC","RF","Y","OS",0.8182,0.4175,"M&H IR","camel-1.6",0.4029,0.0146
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"NET+PROC","RF","Y","OS",0.8265,0.4632,"Low IR","Eclipse_JDT_Core",0.451,0.0122
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"NET+PROC","RF","Y","OS",0.7353,0.2667,"M&H IR","Eclipse_PDE_UI",0.2221,0.0446
"Equinox_Framework",129,324,0.398148148,1.511627907,"NET+PROC","RF","Y","OS",0.8185,0.4879,"Low IR","Equinox_Framework",0.4966,-0.00869999999999999
"ivy-2.0",40,352,0.113636364,7.8,"NET+PROC","RF","Y","OS",0.7476,0.2396,"M&H IR","ivy-2.0",0.233,0.00659999999999999
"jedit-3.2",90,272,0.330882353,2.022222222,"NET+PROC","RF","Y","OS",0.8877,0.6309,"Low IR","jedit-3.2",0.6265,0.00440000000000007
"jedit-4.0",75,306,0.245098039,3.08,"NET+PROC","RF","Y","OS",0.8191,0.4259,"Low IR","jedit-4.0",0.4061,0.0198
"jedit-4.1",79,312,0.253205128,2.949367089,"NET+PROC","RF","Y","OS",0.8196,0.4412,"Low IR","jedit-4.1",0.4384,0.00279999999999997
