"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC"
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","IBk","Y","UOS",0.6516,0.1532
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","LR","Y","UOS",0.6653,0.2129
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","NB","Y","UOS",0.684,0.2463
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","RF","Y","UOS",0.6839,0.2177
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","Ripper","Y","UOS",0.6398,0.1971
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","SVM","Y","UOS",0.6256,0.246
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","C4.5","Y","US",0.6095,0.1529
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","IBk","Y","US",0.6638,0.1741
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","LR","Y","US",0.6614,0.1769
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","NB","Y","US",0.6457,0.2014
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","RF","Y","US",0.6497,0.1555
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","Ripper","Y","US",0.6136,0.1495
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","SVM","Y","US",0.5808,0.1598
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","C4.5","N","NONE",0.583,0.1472
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","IBk","N","NONE",0.7509,0.0684
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","LR","N","NONE",0.8349,0.1918
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","NB","N","NONE",0.827,0.3272
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","N","NONE",0.74,0.2268
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","N","NONE",0.5649,0.1239
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","SVM","N","NONE",0.4996,-0.001
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","C4.5","Y","OS",0.6227,0.2132
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","IBk","Y","OS",0.7383,0.2714
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","LR","Y","OS",0.7826,0.3394
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","NB","Y","OS",0.8,0.3519
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","Y","OS",0.7726,0.3911
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","Y","OS",0.6529,0.2629
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","SVM","Y","OS",0.7469,0.3718
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","C4.5","Y","SMOTE",0.6785,0.3082
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","IBk","Y","SMOTE",0.7464,0.3001
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","LR","Y","SMOTE",0.7827,0.3565
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","NB","Y","SMOTE",0.7751,0.3112
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","Y","SMOTE",0.7819,0.3528
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","Y","SMOTE",0.6941,0.2946
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","SVM","Y","SMOTE",0.7413,0.3414
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","C4.5","Y","MYSMOTE",0.7874,0.3535
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","IBk","Y","MYSMOTE",0.7776,0.3324
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","LR","Y","MYSMOTE",0.7965,0.3421
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","NB","Y","MYSMOTE",0.7877,0.3843
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","Y","MYSMOTE",0.7665,0.3626
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","Y","MYSMOTE",0.7943,0.3761
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","SVM","Y","MYSMOTE",0.771,0.3403
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","C4.5","Y","UOS",0.7175,0.338
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","IBk","Y","UOS",0.7031,0.2039
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","LR","Y","UOS",0.7728,0.3131
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","NB","Y","UOS",0.7654,0.3453
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","Y","UOS",0.7711,0.3465
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","Y","UOS",0.702,0.2962
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","SVM","Y","UOS",0.753,0.3645
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","C4.5","Y","US",0.6686,0.2352
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","IBk","Y","US",0.7135,0.258
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","LR","Y","US",0.7615,0.3116
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","NB","Y","US",0.7418,0.2826
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","Y","US",0.703,0.1968
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","Ripper","Y","US",0.7092,0.2985
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","SVM","Y","US",0.6845,0.2873
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","C4.5","N","NONE",0.6549,0.3333
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","IBk","N","NONE",0.7125,0.3238
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","LR","N","NONE",0.7287,0.283
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","NB","N","NONE",0.7297,0.2137
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","N","NONE",0.7529,0.3559
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","N","NONE",0.6326,0.2791
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","SVM","N","NONE",0.4949,-0.0223
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","C4.5","Y","OS",0.6614,0.2948
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","IBk","Y","OS",0.7058,0.2667
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","LR","Y","OS",0.7153,0.3012
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","NB","Y","OS",0.7334,0.2715
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","Y","OS",0.7286,0.3088
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","Y","OS",0.6488,0.2907
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","SVM","Y","OS",0.6562,0.3023
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","C4.5","Y","SMOTE",0.688,0.3701
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","IBk","Y","SMOTE",0.7494,0.3651
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","LR","Y","SMOTE",0.7047,0.2901
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","NB","Y","SMOTE",0.7233,0.2994
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","Y","SMOTE",0.7308,0.3627
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","Y","SMOTE",0.689,0.3498
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","SVM","Y","SMOTE",0.6313,0.2452
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","C4.5","Y","MYSMOTE",0.731,0.3469
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","IBk","Y","MYSMOTE",0.7545,0.3947
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","LR","Y","MYSMOTE",0.7495,0.3622
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","NB","Y","MYSMOTE",0.7483,0.3042
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","Y","MYSMOTE",0.7545,0.356
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","Y","MYSMOTE",0.7273,0.3378
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","SVM","Y","MYSMOTE",0.7281,0.3163
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","C4.5","Y","UOS",0.641,0.2646
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","IBk","Y","UOS",0.6934,0.2608
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","LR","Y","UOS",0.7094,0.3139
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","NB","Y","UOS",0.709,0.2602
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","Y","UOS",0.7107,0.2875
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","Y","UOS",0.652,0.278
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","SVM","Y","UOS",0.6357,0.2795
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","C4.5","Y","US",0.6405,0.261
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","IBk","Y","US",0.6939,0.2755
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","LR","Y","US",0.7187,0.3131
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","NB","Y","US",0.7251,0.296
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","Y","US",0.6956,0.2452
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","Ripper","Y","US",0.6603,0.299
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","SVM","Y","US",0.6381,0.2818
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","C4.5","N","NONE",0.7274,0.447
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","IBk","N","NONE",0.6987,0.3076
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","LR","N","NONE",0.7616,0.3252
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","NB","N","NONE",0.7426,0.3645
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","N","NONE",0.7628,0.3699
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","N","NONE",0.7117,0.44
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","SVM","N","NONE",0.5929,0.259
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","C4.5","Y","OS",0.6835,0.3789
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","IBk","Y","OS",0.6837,0.2627
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","LR","Y","OS",0.7522,0.3498
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","NB","Y","OS",0.7355,0.3815
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","Y","OS",0.7672,0.3862
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","Y","OS",0.6846,0.3672
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","SVM","Y","OS",0.684,0.3833
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","C4.5","Y","SMOTE",0.6903,0.368
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","IBk","Y","SMOTE",0.7182,0.3183
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","LR","Y","SMOTE",0.7492,0.3157
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","NB","Y","SMOTE",0.7525,0.3948
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","Y","SMOTE",0.7797,0.4112
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","Y","SMOTE",0.6997,0.3677
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","SVM","Y","SMOTE",0.6795,0.3633
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","C4.5","Y","MYSMOTE",0.783,0.4313
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","IBk","Y","MYSMOTE",0.7522,0.3685
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","LR","Y","MYSMOTE",0.7578,0.3751
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","NB","Y","MYSMOTE",0.7422,0.3879
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","Y","MYSMOTE",0.7876,0.4444
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","Y","MYSMOTE",0.7749,0.3932
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","SVM","Y","MYSMOTE",0.7352,0.3922
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","C4.5","Y","UOS",0.6474,0.2984
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","IBk","Y","UOS",0.6699,0.2669
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","LR","Y","UOS",0.7302,0.3503
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","NB","Y","UOS",0.7216,0.336
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","Y","UOS",0.7109,0.3045
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","Y","UOS",0.6711,0.3422
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","SVM","Y","UOS",0.6763,0.3773
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","C4.5","Y","US",0.667,0.3364
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","IBk","Y","US",0.7064,0.3252
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","LR","Y","US",0.7441,0.3591
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","NB","Y","US",0.7234,0.3439
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","Y","US",0.7452,0.335
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","Ripper","Y","US",0.6928,0.374
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","SVM","Y","US",0.6698,0.358
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","C4.5","N","NONE",0.7098,0.4118
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","IBk","N","NONE",0.7482,0.4244
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","LR","N","NONE",0.7586,0.4727
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","NB","N","NONE",0.7151,0.4774
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","N","NONE",0.7685,0.4421
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","N","NONE",0.6941,0.4218
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","SVM","N","NONE",0.613,0.3309
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","C4.5","Y","OS",0.6758,0.3387
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","IBk","Y","OS",0.7226,0.3291
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","LR","Y","OS",0.7556,0.4313
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","NB","Y","OS",0.7244,0.4752
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","Y","OS",0.7617,0.4066
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","Y","OS",0.6869,0.364
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","SVM","Y","OS",0.7151,0.4854
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","C4.5","Y","SMOTE",0.686,0.3674
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","IBk","Y","SMOTE",0.7554,0.38
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","LR","Y","SMOTE",0.7661,0.4212
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","NB","Y","SMOTE",0.7421,0.4756
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","Y","SMOTE",0.7754,0.4276
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","Y","SMOTE",0.6928,0.3668
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","SVM","Y","SMOTE",0.707,0.4457
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","C4.5","Y","MYSMOTE",0.7795,0.4177
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","IBk","Y","MYSMOTE",0.7873,0.4166
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","LR","Y","MYSMOTE",0.7644,0.4525
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","NB","Y","MYSMOTE",0.724,0.4519
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","Y","MYSMOTE",0.7986,0.46
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","Y","MYSMOTE",0.7799,0.4415
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","SVM","Y","MYSMOTE",0.7508,0.4978
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","C4.5","Y","UOS",0.6654,0.3371
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","IBk","Y","UOS",0.7083,0.3113
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","LR","Y","UOS",0.7366,0.3719
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","NB","Y","UOS",0.7101,0.3992
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","Y","UOS",0.7402,0.3537
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","Y","UOS",0.6812,0.3582
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","SVM","Y","UOS",0.6903,0.4266
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","C4.5","Y","US",0.6939,0.391
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","IBk","Y","US",0.727,0.3453
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","LR","Y","US",0.745,0.3895
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","NB","Y","US",0.72,0.4152
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","Y","US",0.7505,0.3644
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","Ripper","Y","US",0.7017,0.3842
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","SVM","Y","US",0.6846,0.4275
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","C4.5","N","NONE",0.607,0.1946
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","IBk","N","NONE",0.7172,0.1763
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","LR","N","NONE",0.6474,0.0416
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","NB","N","NONE",0.65,0.1216
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","N","NONE",0.745,0.2768
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","N","NONE",0.5566,0.1562
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","SVM","N","NONE",0.5,0
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","C4.5","Y","OS",0.6947,0.3056
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","IBk","Y","OS",0.7431,0.2741
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","LR","Y","OS",0.6638,0.1654
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","NB","Y","OS",0.6287,0.1377
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","Y","OS",0.7694,0.337
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","Y","OS",0.7179,0.3342
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","SVM","Y","OS",0.5567,0.1126
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","C4.5","Y","SMOTE",0.7241,0.2806
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","IBk","Y","SMOTE",0.7148,0.2287
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","LR","Y","SMOTE",0.6096,0.0904
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","NB","Y","SMOTE",0.5714,0.0191
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","Y","SMOTE",0.7095,0.259
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","Y","SMOTE",0.7069,0.2896
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","SVM","Y","SMOTE",0.5679,0.1068
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","C4.5","Y","MYSMOTE",0.7957,0.3273
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","IBk","Y","MYSMOTE",0.7736,0.2905
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","LR","Y","MYSMOTE",0.7277,0.2374
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","NB","Y","MYSMOTE",0.7203,0.2138
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","Y","MYSMOTE",0.7938,0.3118
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","Y","MYSMOTE",0.7924,0.3225
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","SVM","Y","MYSMOTE",0.6541,0.1789
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","C4.5","Y","UOS",0.7117,0.3092
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","IBk","Y","UOS",0.7221,0.2559
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","LR","Y","UOS",0.6572,0.1454
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","NB","Y","UOS",0.6302,0.1198
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","Y","UOS",0.7503,0.2943
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","Y","UOS",0.7095,0.3119
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","SVM","Y","UOS",0.5653,0.1092
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","C4.5","Y","US",0.6913,0.274
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","IBk","Y","US",0.6977,0.2663
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","LR","Y","US",0.6571,0.2069
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","NB","Y","US",0.6697,0.191
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","Y","US",0.7051,0.2604
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","Ripper","Y","US",0.6913,0.2795
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","SVM","Y","US",0.5566,0.1307
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","C4.5","N","NONE",0.7097,0.3615
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","IBk","N","NONE",0.8125,0.3428
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","LR","N","NONE",0.7255,0.1955
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","NB","N","NONE",0.7329,0.2364
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","RF","N","NONE",0.8178,0.4198
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","Ripper","N","NONE",0.6551,0.3579
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","SVM","N","NONE",0.503,0.0144
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","C4.5","Y","OS",0.6861,0.3639
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","IBk","Y","OS",0.8091,0.3943
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","LR","Y","OS",0.7248,0.2673
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","NB","Y","OS",0.7009,0.2215
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","RF","Y","OS",0.7998,0.4009
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","Ripper","Y","OS",0.72,0.3792
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","SVM","Y","OS",0.5927,0.1956
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","C4.5","Y","SMOTE",0.7688,0.4217
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","IBk","Y","SMOTE",0.842,0.4194
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","LR","Y","SMOTE",0.7087,0.1698
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","NB","Y","SMOTE",0.7306,0.2891
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","RF","Y","SMOTE",0.8332,0.4366
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","Ripper","Y","SMOTE",0.7566,0.4043
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","SVM","Y","SMOTE",0.6491,0.2684
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","C4.5","Y","MYSMOTE",0.8362,0.4025
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","IBk","Y","MYSMOTE",0.8385,0.3776
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","LR","Y","MYSMOTE",0.7792,0.3095
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","NB","Y","MYSMOTE",0.7434,0.24
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","RF","Y","MYSMOTE",0.8533,0.4366
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","Ripper","Y","MYSMOTE",0.8412,0.4028
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","SVM","Y","MYSMOTE",0.6756,0.2304
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","C4.5","Y","UOS",0.7064,0.3635
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","IBk","Y","UOS",0.8008,0.3527
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","LR","Y","UOS",0.728,0.2594
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","NB","Y","UOS",0.6945,0.208
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","RF","Y","UOS",0.8233,0.4035
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","Ripper","Y","UOS",0.7294,0.3685
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","SVM","Y","UOS",0.5923,0.2028
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","C4.5","Y","US",0.7394,0.3381
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","IBk","Y","US",0.7829,0.3329
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","LR","Y","US",0.7413,0.2714
