"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC"
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","Ripper","Y","MYSMOTE",0.834,0.4282
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","MYSMOTE",0.8024,0.4201
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","C4.5","Y","UOS",0.7194,0.3863
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","IBk","Y","UOS",0.7612,0.3451
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","LR","Y","UOS",0.7994,0.3867
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","NB","Y","UOS",0.7999,0.3677
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","RF","Y","UOS",0.8045,0.3935
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","Ripper","Y","UOS",0.7195,0.3766
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","UOS",0.7366,0.415
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","C4.5","Y","US",0.7393,0.3969
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","IBk","Y","US",0.7683,0.3438
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","LR","Y","US",0.7985,0.3909
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","NB","Y","US",0.7929,0.3591
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","RF","Y","US",0.8128,0.392
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","Ripper","Y","US",0.7248,0.3778
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","US",0.7224,0.3926
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","C4.5","N","NONE",0.6971,0.3783
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","IBk","N","NONE",0.7886,0.3757
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","LR","N","NONE",0.8472,0.451
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","NB","N","NONE",0.8255,0.4232
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","N","NONE",0.822,0.4327
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","Ripper","N","NONE",0.7003,0.45
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","N","NONE",0.6231,0.3628
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","C4.5","Y","OS",0.6869,0.3659
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","IBk","Y","OS",0.7809,0.3862
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","LR","Y","OS",0.8526,0.4757
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","NB","Y","OS",0.8269,0.4214
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","Y","OS",0.8137,0.4209
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","Ripper","Y","OS",0.7377,0.4316
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","OS",0.7326,0.4096
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","C4.5","Y","SMOTE",0.7253,0.412
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","IBk","Y","SMOTE",0.8074,0.3892
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","LR","Y","SMOTE",0.8652,0.4939
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","NB","Y","SMOTE",0.8198,0.3957
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","Y","SMOTE",0.8322,0.4664
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","Ripper","Y","SMOTE",0.7435,0.4237
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","SMOTE",0.7494,0.4403
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","C4.5","Y","MYSMOTE",0.8397,0.4425
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","IBk","Y","MYSMOTE",0.834,0.3912
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","LR","Y","MYSMOTE",0.8654,0.4798
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","NB","Y","MYSMOTE",0.8359,0.4404
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","Y","MYSMOTE",0.8603,0.4805
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","Ripper","Y","MYSMOTE",0.8421,0.4444
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","MYSMOTE",0.812,0.4206
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","C4.5","Y","UOS",0.712,0.3765
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","IBk","Y","UOS",0.7854,0.3656
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","LR","Y","UOS",0.84,0.4474
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","NB","Y","UOS",0.8262,0.4212
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","Y","UOS",0.8225,0.4183
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","Ripper","Y","UOS",0.7496,0.4343
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","UOS",0.7394,0.4231
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","C4.5","Y","US",0.7393,0.3859
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","IBk","Y","US",0.795,0.3744
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","LR","Y","US",0.8344,0.4511
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","NB","Y","US",0.8216,0.4211
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","Y","US",0.8211,0.4145
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","Ripper","Y","US",0.7354,0.4039
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","US",0.7395,0.4228
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","C4.5","N","NONE",0.6158,0.3215
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","IBk","N","NONE",0.7716,0.3568
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","LR","N","NONE",0.8151,0.3275
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","NB","N","NONE",0.8474,0.3169
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","N","NONE",0.8173,0.3829
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","Ripper","N","NONE",0.6421,0.3192
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","N","NONE",0.5319,0.1283
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","C4.5","Y","OS",0.6767,0.3387
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","IBk","Y","OS",0.779,0.3463
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","LR","Y","OS",0.8453,0.4373
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","NB","Y","OS",0.8493,0.4348
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","Y","OS",0.8208,0.411
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","Ripper","Y","OS",0.6776,0.3239
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","OS",0.7866,0.4249
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","C4.5","Y","SMOTE",0.7433,0.4197
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","IBk","Y","SMOTE",0.8274,0.3807
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","LR","Y","SMOTE",0.8502,0.4386
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","NB","Y","SMOTE",0.8107,0.4004
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","Y","SMOTE",0.8307,0.4235
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","Ripper","Y","SMOTE",0.7461,0.4207
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","SMOTE",0.788,0.4282
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","C4.5","Y","MYSMOTE",0.8611,0.4407
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","IBk","Y","MYSMOTE",0.8662,0.4258
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","LR","Y","MYSMOTE",0.8549,0.4479
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","NB","Y","MYSMOTE",0.8403,0.4151
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","Y","MYSMOTE",0.8592,0.4598
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","Ripper","Y","MYSMOTE",0.8539,0.433
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","MYSMOTE",0.8314,0.4027
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","C4.5","Y","UOS",0.7055,0.3442
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","IBk","Y","UOS",0.7902,0.3162
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","LR","Y","UOS",0.8183,0.3848
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","NB","Y","UOS",0.8487,0.4222
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","Y","UOS",0.821,0.4276
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","Ripper","Y","UOS",0.7147,0.3276
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","UOS",0.7599,0.387
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","C4.5","Y","US",0.732,0.3251
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","IBk","Y","US",0.805,0.3398
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","LR","Y","US",0.8012,0.3635
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","NB","Y","US",0.8291,0.3857
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","Y","US",0.8177,0.3591
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","Ripper","Y","US",0.7458,0.3517
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","US",0.7321,0.3458
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","C4.5","N","NONE",0.5,0
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","IBk","N","NONE",0.6763,0.2588
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","LR","N","NONE",0.7437,-0.0042
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","NB","N","NONE",0.8124,0.1124
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","N","NONE",0.6909,0.2583
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","Ripper","N","NONE",0.5083,0.012
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","N","NONE",0.5,0
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","C4.5","Y","OS",0.6616,0.2158
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","IBk","Y","OS",0.7611,0.2418
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","LR","Y","OS",0.7612,0.1327
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","NB","Y","OS",0.8347,0.1615
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","Y","OS",0.7152,0.2298
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","Ripper","Y","OS",0.6503,0.2062
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","OS",0.7526,0.1718
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","C4.5","Y","SMOTE",0.701,0.2211
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","IBk","Y","SMOTE",0.821,0.2436
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","LR","Y","SMOTE",0.7573,0.1246
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","NB","Y","SMOTE",0.6756,0.117
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","Y","SMOTE",0.7888,0.1715
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","Ripper","Y","SMOTE",0.6983,0.2487
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","SMOTE",0.7369,0.1541
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","C4.5","Y","MYSMOTE",0.8744,0.1788
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","IBk","Y","MYSMOTE",0.8378,0.15
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","LR","Y","MYSMOTE",0.8349,0.1617
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","NB","Y","MYSMOTE",0.8197,0.1561
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","Y","MYSMOTE",0.8886,0.1899
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","Ripper","Y","MYSMOTE",0.8734,0.1754
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","MYSMOTE",0.8289,0.1627
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","C4.5","Y","UOS",0.662,0.1882
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","IBk","Y","UOS",0.7606,0.1895
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","LR","Y","UOS",0.7529,0.1424
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","NB","Y","UOS",0.8156,0.132
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","Y","UOS",0.772,0.2706
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","Ripper","Y","UOS",0.6914,0.223
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","UOS",0.7606,0.1703
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","C4.5","Y","US",0.7305,0.1442
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","IBk","Y","US",0.7364,0.1235
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","LR","Y","US",0.7284,0.1248
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","NB","Y","US",0.7588,0.0902
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","Y","US",0.7933,0.1577
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","Ripper","Y","US",0.7226,0.1386
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","US",0.6644,0.1124
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","C4.5","N","NONE",0.6411,0.3145
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","IBk","N","NONE",0.7772,0.4184
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","LR","N","NONE",0.775,0.4017
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","NB","N","NONE",0.8447,0.4736
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","N","NONE",0.7732,0.43
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","Ripper","N","NONE",0.6999,0.4286
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","N","NONE",0.6504,0.382
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","C4.5","Y","OS",0.6757,0.3886
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","IBk","Y","OS",0.7445,0.3402
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","LR","Y","OS",0.8132,0.4478
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","NB","Y","OS",0.851,0.4939
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","Y","OS",0.7814,0.4472
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","Ripper","Y","OS",0.6851,0.3889
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","OS",0.7452,0.4685
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","C4.5","Y","SMOTE",0.6699,0.3535
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","IBk","Y","SMOTE",0.8065,0.4749
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","LR","Y","SMOTE",0.7848,0.3822
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","NB","Y","SMOTE",0.8527,0.5203
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","Y","SMOTE",0.7974,0.4743
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","Ripper","Y","SMOTE",0.7006,0.3682
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","SMOTE",0.7424,0.46
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","C4.5","Y","MYSMOTE",0.8151,0.4786
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","IBk","Y","MYSMOTE",0.8363,0.4761
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","LR","Y","MYSMOTE",0.8221,0.4825
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","NB","Y","MYSMOTE",0.8363,0.5478
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","Y","MYSMOTE",0.8311,0.5057
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","Ripper","Y","MYSMOTE",0.8074,0.4404
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","MYSMOTE",0.8215,0.505
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","C4.5","Y","UOS",0.7084,0.3913
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","IBk","Y","UOS",0.7699,0.3851
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","LR","Y","UOS",0.7795,0.3771
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","NB","Y","UOS",0.8412,0.505
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","Y","UOS",0.7909,0.435
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","Ripper","Y","UOS",0.6923,0.3645
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","UOS",0.7354,0.4635
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","C4.5","Y","US",0.7037,0.3612
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","IBk","Y","US",0.7777,0.3786
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","LR","Y","US",0.7536,0.3466
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","NB","Y","US",0.82,0.4902
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","Y","US",0.7728,0.3768
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","Ripper","Y","US",0.7016,0.3642
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","US",0.7242,0.4217
"Lucene",64,691,0.092619392,9.796875,"CK+NET","C4.5","N","NONE",0.5943,0.1222
"Lucene",64,691,0.092619392,9.796875,"CK+NET","IBk","N","NONE",0.6638,0.1617
"Lucene",64,691,0.092619392,9.796875,"CK+NET","LR","N","NONE",0.7128,0.228
"Lucene",64,691,0.092619392,9.796875,"CK+NET","NB","N","NONE",0.7227,0.2437
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","N","NONE",0.6879,0.2086
"Lucene",64,691,0.092619392,9.796875,"CK+NET","Ripper","N","NONE",0.57,0.1911
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","N","NONE",0.5229,0.1082
"Lucene",64,691,0.092619392,9.796875,"CK+NET","C4.5","Y","OS",0.5911,0.166
"Lucene",64,691,0.092619392,9.796875,"CK+NET","IBk","Y","OS",0.6695,0.1959
"Lucene",64,691,0.092619392,9.796875,"CK+NET","LR","Y","OS",0.7008,0.2251
"Lucene",64,691,0.092619392,9.796875,"CK+NET","NB","Y","OS",0.7156,0.2595
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","Y","OS",0.726,0.28
"Lucene",64,691,0.092619392,9.796875,"CK+NET","Ripper","Y","OS",0.6182,0.2117
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","OS",0.678,0.2566
"Lucene",64,691,0.092619392,9.796875,"CK+NET","C4.5","Y","SMOTE",0.6616,0.206
"Lucene",64,691,0.092619392,9.796875,"CK+NET","IBk","Y","SMOTE",0.6654,0.1905
"Lucene",64,691,0.092619392,9.796875,"CK+NET","LR","Y","SMOTE",0.6733,0.1835
"Lucene",64,691,0.092619392,9.796875,"CK+NET","NB","Y","SMOTE",0.6863,0.2442
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","Y","SMOTE",0.7413,0.2654
"Lucene",64,691,0.092619392,9.796875,"CK+NET","Ripper","Y","SMOTE",0.605,0.2034
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","SMOTE",0.6306,0.1726
"Lucene",64,691,0.092619392,9.796875,"CK+NET","C4.5","Y","MYSMOTE",0.7306,0.2546
"Lucene",64,691,0.092619392,9.796875,"CK+NET","IBk","Y","MYSMOTE",0.7165,0.2564
"Lucene",64,691,0.092619392,9.796875,"CK+NET","LR","Y","MYSMOTE",0.7159,0.2586
"Lucene",64,691,0.092619392,9.796875,"CK+NET","NB","Y","MYSMOTE",0.7062,0.2815
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","Y","MYSMOTE",0.747,0.2964
"Lucene",64,691,0.092619392,9.796875,"CK+NET","Ripper","Y","MYSMOTE",0.7352,0.2771
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","MYSMOTE",0.7131,0.2501
"Lucene",64,691,0.092619392,9.796875,"CK+NET","C4.5","Y","UOS",0.6262,0.1894
"Lucene",64,691,0.092619392,9.796875,"CK+NET","IBk","Y","UOS",0.6951,0.1741
"Lucene",64,691,0.092619392,9.796875,"CK+NET","LR","Y","UOS",0.6875,0.1994
"Lucene",64,691,0.092619392,9.796875,"CK+NET","NB","Y","UOS",0.7035,0.2436
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","Y","UOS",0.7406,0.2636
"Lucene",64,691,0.092619392,9.796875,"CK+NET","Ripper","Y","UOS",0.6375,0.1976
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","UOS",0.6567,0.2169
"Lucene",64,691,0.092619392,9.796875,"CK+NET","C4.5","Y","US",0.6233,0.1714
"Lucene",64,691,0.092619392,9.796875,"CK+NET","IBk","Y","US",0.6734,0.1793
"Lucene",64,691,0.092619392,9.796875,"CK+NET","LR","Y","US",0.6792,0.1997
"Lucene",64,691,0.092619392,9.796875,"CK+NET","NB","Y","US",0.701,0.2385
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","Y","US",0.6964,0.1673
"Lucene",64,691,0.092619392,9.796875,"CK+NET","Ripper","Y","US",0.6548,0.1893
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","US",0.6551,0.2198
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","C4.5","N","NONE",0.6153,0.1355
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","IBk","N","NONE",0.6539,0.1698
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","LR","N","NONE",0.6983,0.188
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","NB","N","NONE",0.6878,0.2244
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","N","NONE",0.7322,0.2552
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","Ripper","N","NONE",0.5659,0.2133
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","N","NONE",0.5037,0.0306
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","C4.5","Y","OS",0.6078,0.2117
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","IBk","Y","OS",0.6534,0.1793
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","LR","Y","OS",0.6945,0.2369
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","NB","Y","OS",0.6804,0.2228
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","Y","OS",0.7258,0.2645
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","Ripper","Y","OS",0.6241,0.2102
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","OS",0.6352,0.2066
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","C4.5","Y","SMOTE",0.6362,0.2041
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","IBk","Y","SMOTE",0.7087,0.215
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","LR","Y","SMOTE",0.7256,0.2644
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","NB","Y","SMOTE",0.6878,0.223
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","Y","SMOTE",0.7115,0.2576
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","Ripper","Y","SMOTE",0.5862,0.1946
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","SMOTE",0.6401,0.2431
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","C4.5","Y","MYSMOTE",0.7512,0.2912
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","IBk","Y","MYSMOTE",0.7501,0.2588
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","LR","Y","MYSMOTE",0.7307,0.2637
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","NB","Y","MYSMOTE",0.697,0.2485
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","Y","MYSMOTE",0.7801,0.3168
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","Ripper","Y","MYSMOTE",0.7569,0.291
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","MYSMOTE",0.6929,0.2336
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","C4.5","Y","UOS",0.6278,0.2038
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","IBk","Y","UOS",0.6612,0.1624
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","LR","Y","UOS",0.7046,0.2369
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","NB","Y","UOS",0.6889,0.2405
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","Y","UOS",0.7375,0.2767
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","Ripper","Y","UOS",0.6402,0.21
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","UOS",0.6315,0.2013
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","C4.5","Y","US",0.661,0.2286
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","IBk","Y","US",0.6949,0.2075
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","LR","Y","US",0.7077,0.2346
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","NB","Y","US",0.6979,0.2302
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","Y","US",0.7307,0.2329
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","Ripper","Y","US",0.659,0.2155
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","US",0.6376,0.2093
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","C4.5","N","NONE",0.5729,0.1381
